id;datum;duzina;sirina;steta;vozila;opis
1208062;15.02.2018,18:00;20,48181;44,78306;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sustizanje
1208437;15.02.2018,01:30;20,44214;44,80219;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sustizanje
1208024;15.02.2018,12:24;20,289558;44,820143;Sa mat.stetom;SN SA JEDNIM VOZILOM;Nezgoda sa jednim vozilom na kolovozu
1208067;15.02.2018,22:15;20,41497;44,75958;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sustizanje
1208069;15.02.2018,20:30;20,4652;44,80315;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sustizanje
1208146;15.02.2018,12:00;20,47505;44,80478;Sa mat.stetom;SN SA PARKIRANIM VOZILIMA;Sudar sa parkiranim vozilom sa leve strane kolovoza
1208110;15.02.2018,15:50;20,41608;44,78738;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sustizanje
1210127;15.02.2018,00:30;20,50811;44,78722;Sa mat.stetom;SN SA PARKIRANIM VOZILIMA;Sudar sa parkiranim vozilom sa leve strane kolovoza
1208154;15.02.2018,19:30;20,56478;44,70446;Sa mat.stetom;SN SA JEDNIM VOZILOM;Nezgoda sa jednim vozilom – silazak sa kolovoza u krivini
1208155;15.02.2018,21:30;20,3777;44,8403;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu istim putem u suprotnim smerovima uz skretanje ulevo ispred drugog vozila
1208892;15.02.2018,11:40;20,48147;44,78904;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila – suprotni smerovi bez skretanja – kretanje unazad
1208331;15.02.2018,11:10;20,46516;44,801785;Sa mat.stetom;SN SA PARKIRANIM VOZILIMA;Sudar sa parkiranim vozilom pri otvaranju vrata
1208047;15.02.2018,18:30;20,46208;44,82022;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu razlièitim putevima uz prolazak kroz raskrsnicu, ili od kojih jedno prelazi preko kolovoza, bez skretanja
1208061;15.02.2018,20:40;20,461545;44,815946;Sa mat.stetom;SN SA PARKIRANIM VOZILIMA;Ostali sudari sa parkiranim vozilom
1208488;15.02.2018,00:30;20,48043;44,81005;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Ostale nezgode sa najmanje dva vozila koja se kreæu razlièitim putevima uz skretanje
1208020;15.02.2018,11:50;20,473344;44,814075;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu razlièitim putevima uz prolazak kroz raskrsnicu, ili od kojih jedno prelazi preko kolovoza, bez skretanja
1208246;15.02.2018,18:05;20,40998;44,74933;Sa povredjenim;SN SA PEŠACIMA;Prelazak pešaka sleva, u raskrsnici, bez skretanja vozila
1209819;15.02.2018,02:15;20,458841;44,758169;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – ukljuèivanje u saobraæaj
1209635;15.02.2018,00:30;20,457493;44,822848;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu razlièitim putevima uz prolazak kroz raskrsnicu, ili od kojih jedno prelazi preko kolovoza, bez skretanja
1208126;15.02.2018,14:15;20,48451;44,80948;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu istim putem u istom smeru uz skretanje, skretanje udesno ispred drugog vozila
1208128;15.02.2018,11:05;20,46615;44,78741;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Ostali sudari sa najmanje dva vozila koja se kreæu u istom smeru – ostalo
1208017;15.02.2018,13:45;20,46292;44,81969;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu razlièitim putevima uz prolazak kroz raskrsnicu, ili od kojih jedno prelazi preko kolovoza, bez skretanja
1208026;15.02.2018,15:30;20,42386;44,776028;Sa povredjenim;SN SA PEŠACIMA;Pešak stoji na kolovozu
1208049;15.02.2018,13:45;20,522374;44,811862;Sa mat.stetom;SN SA PARKIRANIM VOZILIMA;Sudar sa parkiranim vozilom sa desne strane kolovoza
1208063;15.02.2018,20:00;20,43904;44,81176;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sustizanje
1208065;15.02.2018,21:00;20,36811;44,86333;Sa mat.stetom;SN SA JEDNIM VOZILOM;Nezgoda sa jednim vozilom na kolovozu
1208291;15.02.2018,02:00;20,47449;44,819447;Sa mat.stetom;SN SA JEDNIM VOZILOM;Nezgoda sa jednim vozilom na kolovozu
1209335;15.02.2018,05:50;20,3537;44,8701;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu razlièitim putevima uz prolazak kroz raskrsnicu, ili od kojih jedno prelazi preko kolovoza, bez skretanja
1208135;15.02.2018,07:20;20,420781;44,803844;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sudar pri uporednoj vožnji
1209188;15.02.2018,23:05;20,42617;44,74443;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu istim putem u istom smeru uz skretanje, skretanje udesno ispred drugog vozila
1209263;15.02.2018,00:30;20,300684;44,795742;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Ostale nezgode sa najmanje dva vozila koja se kreæu istim putem u suprotnim smerovima uz skretanje
1208026;15.02.2018,15:30;20,42386;44,776028;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sudar pri uporednoj vožnji
1210360;15.02.2018,09:00;20,42372;44,77625;Sa mat.stetom;SN SA PARKIRANIM VOZILIMA;Sudar sa parkiranim vozilom sa desne strane kolovoza
1208078;15.02.2018,04:50;20,19696;44,65585;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila – suprotni smerovi bez skretanja – kretanje unazad
1208122;16.02.2018,14:45;20,41689;44,72162;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu razlièitim putevima uz skretanje udesno ispred vozila koje nailazi sleva
1208075;16.02.2018,00:20;20,285441;44,900086;Sa mat.stetom;SN SA JEDNIM VOZILOM;Nezgode sa uèešæem jednog vozila i životinja
1208205;16.02.2018,11:30;20,49265;44,83762;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Ostali sudari sa najmanje dva vozila koja se kreæu u istom smeru – ostalo
1210074;16.02.2018,11:30;20,49265;44,83762;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sustizanje
1208103;16.02.2018,08:00;20,441361;44,743666;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Ostale nezgode sa najmanje dva vozila – suprotni smerovi bez skretanja
1208111;16.02.2018,12:05;20,4996;44,74254;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – ukljuèivanje u saobraæaj
1208199;16.02.2018,16:20;20,39087;44,84123;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – ukljuèivanje u saobraæaj
1208461;16.02.2018,22:20;20,418855;44,831352;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu istim putem u suprotnim smerovima uz skretanje ulevo ispred drugog vozila
1208139;16.02.2018,18:20;20,43639;44,9366;Sa mat.stetom;SN SA JEDNIM VOZILOM;Nezgode sa uèešæem jednog vozila i životinja
1208077;16.02.2018,01:00;20,18708;44,87572;Sa mat.stetom;SN SA JEDNIM VOZILOM;Nezgoda sa jednim vozilom – silazak udesno sa kolovoza na pravcu
1208137;16.02.2018,17:40;20,50163;44,77262;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu istim putem u istom smeru uz skretanje, skretanje ulevo ispred drugog vozila
1208124;16.02.2018,17:00;20,5005;44,77673;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu istim putem u suprotnim smerovima uz skretanje ulevo ispred drugog vozila
1208108;16.02.2018,13:00;20,46051;44,82309;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu istim putem u istom smeru uz skretanje, skretanje udesno ispred drugog vozila
1208330;16.02.2018,21:43;20,53399;44,79086;Sa mat.stetom;SN SA PARKIRANIM VOZILIMA;Sudar sa parkiranim vozilom – bilo sa leve ili sa desne strane kolovoza
1208165;16.02.2018,02:10;20,4556;44,75335;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu istim putem u istom smeru uz skretanje, skretanje ulevo ispred drugog vozila
1208204;16.02.2018,12:30;20,44944;44,7986;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu istim putem u istom smeru uz skretanje, skretanje ulevo ispred drugog vozila
1208210;16.02.2018,15:00;20,42241;44,76277;Sa mat.stetom;SN SA PARKIRANIM VOZILIMA;Sudar sa parkiranim vozilom sa leve strane kolovoza
1208162;16.02.2018,23:00;20,494621;44,807347;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu razlièitim putevima uz prolazak kroz raskrsnicu, ili od kojih jedno prelazi preko kolovoza, bez skretanja
1208071;16.02.2018,00:30;20,39677;44,85134;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sudar pri uporednoj vožnji
1208231;16.02.2018,13:00;20,42588;44,66549;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Ostali sudari sa najmanje dva vozila koja se kreæu u istom smeru – ostalo
1208113;16.02.2018,11:45;20,497564;44,796192;Sa povredjenim;SN SA PEŠACIMA;Prelazak pešaka preko kolovoza, van raskrsnice, bez skretanja vozila
1208832;16.02.2018,08:40;20,3193;44,87297;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Ostale nezgode sa najmanje dva vozila koja se kreæu razlièitim putevima uz skretanje
1208194;16.02.2018,14:30;20,44035;44,81174;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu razlièitim putevima uz prolazak kroz raskrsnicu, ili od kojih jedno prelazi preko kolovoza, bez skretanja
1208197;16.02.2018,16:30;20,53772;44,7968;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Ostale nezgode sa najmanje dva vozila – suprotni smerovi bez skretanja
1208201;16.02.2018,14:15;20,518495;44,847516;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu razlièitim putevima uz prolazak kroz raskrsnicu, ili od kojih jedno prelazi preko kolovoza, bez skretanja
1209768;16.02.2018,21:15;20,58372;44,56057;Sa povredjenim;SN SA PEŠACIMA;Pešak se kreæe duž kolovoza u smeru kretanja vozila
1208117;16.02.2018,14:15;20,10786;44,68611;Sa povredjenim;SN SA JEDNIM VOZILOM;Nezgoda sa jednim vozilom – silazak sa kolovoza u krivini
1209339;16.02.2018,20:50;20,402448;44,849268;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu istim putem u istom smeru uz skretanje, skretanje udesno ispred drugog vozila
1208335;16.02.2018,23:20;20,59153;44,74101;Sa povredjenim;SN SA PARKIRANIM VOZILIMA;Sudar sa parkiranim vozilom sa desne strane kolovoza
1208212;17.02.2018,19:00;20,502064;44,781199;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sudar pri uporednoj vožnji
1209367;17.02.2018,07:50;20,57025;44,75906;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – preticanje
1208156;17.02.2018,00:10;20,48849;44,81255;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sustizanje
1208222;17.02.2018,20:45;20,41571;44,786791;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu istim putem u istom smeru uz skretanje, skretanje udesno ispred drugog vozila
1208223;17.02.2018,21:50;20,46701;44,78657;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu istim putem u istom smeru uz skretanje, skretanje ulevo ispred drugog vozila
1208301;17.02.2018,12:20;20,536984;44,821681;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu istim putem u suprotnim smerovima uz skretanje ulevo ispred drugog vozila
1208496;17.02.2018,23:40;20,356977;44,857087;Sa povredjenim;SN SA JEDNIM VOZILOM;Nezgoda sa jednim vozilom – silazak sa kolovoza u krivini
1208846;17.02.2018,19:00;20,40125;44,52908;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Ostale nezgode sa najmanje dva vozila – suprotni smerovi bez skretanja
1208436;17.02.2018,13:00;20,408642;44,812841;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sustizanje
1208175;17.02.2018,06:20;20,41456;44,84038;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu razlièitim putevima uz prolazak kroz raskrsnicu, ili od kojih jedno prelazi preko kolovoza, bez skretanja
1208217;17.02.2018,18:40;20,46293;44,82695;Sa mat.stetom;SN SA JEDNIM VOZILOM;Nezgoda sa jednim vozilom – silazak udesno sa kolovoza na pravcu
1208208;17.02.2018,17:00;20,47337;44,81189;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sustizanje
1208236;17.02.2018,23:00;20,45278;44,81948;Sa mat.stetom;SN SA PARKIRANIM VOZILIMA;Ostali sudari sa parkiranim vozilom
1208216;17.02.2018,17:15;20,45991;44,81346;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sudar pri uporednoj vožnji
1208219;17.02.2018,18:40;20,53277;44,79916;Sa mat.stetom;SN SA JEDNIM VOZILOM;Nezgoda sa jednim vozilom – silazak ulevo sa kolovoza na pravcu
1208420;17.02.2018,01:00;20,26000306;44,65229069;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Ostale nezgode sa najmanje dva vozila koja se kreæu razlièitim putevima uz skretanje
1208234;17.02.2018,23:50;20,46002;44,79482;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu istim putem u istom smeru uz skretanje, skretanje udesno ispred drugog vozila
1208338;17.02.2018,11:55;20,47928;44,81133;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sustizanje
1208919;17.02.2018,16:30;20,41311;44,60766;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Ostale nezgode sa najmanje dva vozila – suprotni smerovi bez skretanja
1208229;17.02.2018,18:12;20,46826;44,8186;Sa mat.stetom;SN SA PARKIRANIM VOZILIMA;Sudar sa parkiranim vozilom sa leve strane kolovoza
1208230;17.02.2018,22:00;20,40693;44,77462;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu istim putem u suprotnim smerovima uz skretanje ulevo ispred drugog vozila
1208284;17.02.2018,12:00;20,388126;44,827774;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu razlièitim putevima uz skretanje ulevo i uz nailazak vozila zdesna
1208287;17.02.2018,12:00;20,428749;44,806262;Sa mat.stetom;SN SA JEDNIM VOZILOM;Nezgoda sa jednim vozilom na kolovozu
1208288;17.02.2018,13:15;20,466702;44,818765;Sa mat.stetom;SN SA JEDNIM VOZILOM;Nezgode sa uèešæem jednog vozila i preprekama na ili iznad kolovoza
1208317;17.02.2018,13:20;20,47871;44,86079;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sustizanje
1208321;17.02.2018,13:30;20,45708;44,88082;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila – suprotni smerovi bez skretanja – kretanje unazad
1208324;17.02.2018,11:30;20,44268;44,79544;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – ukljuèivanje u saobraæaj
1209057;17.02.2018,16:00;20,36508;44,83665;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu istim putem u suprotnim smerovima uz skretanje ulevo ispred drugog vozila
1209795;17.02.2018,05:10;20,39681;44,82183;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sustizanje
1208188;17.02.2018,12:30;20,49637;44,79667;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sudar pri uporednoj vožnji
1208190;17.02.2018,12:50;20,504013;44,793504;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu istim putem u suprotnim smerovima uz skretanje ulevo ispred drugog vozila
1208232;17.02.2018,20:00;20,15017;44,56993;Sa povredjenim;SN SA PARKIRANIM VOZILIMA;Sudar sa parkiranim vozilom sa desne strane kolovoza
1208272;18.02.2018,08:45;20,36919;44,83091;Sa povredjenim;SN SA JEDNIM VOZILOM;Nezgoda sa jednim vozilom – silazak udesno sa kolovoza na pravcu
1211377;18.02.2018,07:00;20,481729;44,81285;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Ostale nezgode sa najmanje dva vozila – suprotni smerovi bez skretanja
1209086;18.02.2018,19:10;20,20902;44,65852;Sa povredjenim;SN SA PEŠACIMA;Prelazak pešaka sleva, van raskrsnice , bez skretanja vozila
1208664;18.02.2018,21:35;20,478233;44,793468;Sa povredjenim;SN SA PEŠACIMA;Prelazak pešaka sleva, sa skretanjem vozila ulevo, u raskrsnici
1208666;18.02.2018,17:15;20,388079;44,827747;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu razlièitim putevima uz prolazak kroz raskrsnicu, ili od kojih jedno prelazi preko kolovoza, bez skretanja
1208327;18.02.2018,19:00;20,516915;44,787558;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu istim putem u istom smeru uz skretanje, skretanje ulevo ispred drugog vozila
1208328;18.02.2018,17:55;20,45768;44,803498;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sustizanje
1208430;18.02.2018,04:30;20,45407;44,81377;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu istim putem u suprotnim smerovima uz skretanje ulevo ispred drugog vozila
1209358;18.02.2018,18:30;20,449846;44,800396;Sa mat.stetom;SN SA JEDNIM VOZILOM;Nezgode sa uèešæem jednog vozila i preprekama na ili iznad kolovoza
1208235;18.02.2018,00:45;20,45797;44,88026;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Ostale nezgode sa najmanje dva vozila – suprotni smerovi bez skretanja
1208240;18.02.2018,02:45;20,50182;44,78175;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sustizanje
1208256;18.02.2018,07:00;20,47666;44,78283;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu razlièitim putevima uz prolazak kroz raskrsnicu, ili od kojih jedno prelazi preko kolovoza, bez skretanja
1208270;18.02.2018,11:00;20,47702;44,75751;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sustizanje
1208271;18.02.2018,10:50;20,3966;44,82219;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sustizanje
1208641;18.02.2018,14:40;20,379546;44,849449;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sustizanje
1208255;18.02.2018,05:00;20,29292;44,50646;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sustizanje
1208575;18.02.2018,19:30;20,52059;44,77845;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sustizanje
1208242;18.02.2018,04:00;20,53105;44,79482;Sa mat.stetom;SN SA JEDNIM VOZILOM;Nezgoda sa jednim vozilom – silazak udesno sa kolovoza na pravcu
1208435;18.02.2018,20:45;20,222491;44,828163;Sa povredjenim;SN SA PEŠACIMA;Pešak – ostale situacije
1208266;18.02.2018,07:45;20,41877;44,787987;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sustizanje
1209197;18.02.2018,08:00;20,5496;44,75694;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Ostale nezgode sa najmanje dva vozila – suprotni smerovi bez skretanja
1208279;18.02.2018,12:45;20,500367;44,767014;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu istim putem u istom smeru uz skretanje, polukružno okretanje ispred drugog vozila
1208639;18.02.2018,14:00;20,48192;44,78262;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu razlièitim putevima uz prolazak kroz raskrsnicu, ili od kojih jedno prelazi preko kolovoza, bez skretanja
1208320;18.02.2018,12:35;20,56888;44,52422;Sa povredjenim;SN SA JEDNIM VOZILOM;Nezgoda sa jednim vozilom – silazak ulevo sa kolovoza na pravcu
1208333;18.02.2018,19:30;20,44647;44,78068;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sustizanje
1208247;18.02.2018,05:10;20,46336928;44,80826356;Sa mat.stetom;SN SA JEDNIM VOZILOM;Nezgoda sa jednim vozilom na kolovozu
1208326;18.02.2018,20:45;20,45645;44,81444;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sustizanje
1208494;18.02.2018,06:30;20,406012;44,76555;Sa mat.stetom;SN SA JEDNIM VOZILOM;Nezgoda sa jednim vozilom – silazak udesno sa kolovoza na pravcu
1208495;18.02.2018,10:00;20,447409;44,891969;Sa mat.stetom;SN SA PARKIRANIM VOZILIMA;Sudar sa parkiranim vozilom – bilo sa leve ili sa desne strane kolovoza
1208498;18.02.2018,11:50;20,473849;44,867956;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sustizanje
1208560;18.02.2018,19:20;20,4118;44,76815;Sa mat.stetom;SN SA JEDNIM VOZILOM;Nezgode sa uèešæem jednog vozila i preprekama na ili iznad kolovoza
1208269;18.02.2018,10:40;20,44843;44,79445;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sudar pri uporednoj vožnji
1208396;18.02.2018,16:10;20,303354;44,678281;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – ukljuèivanje u saobraæaj
1208285;18.02.2018,15:30;20,460325;44,809916;Sa mat.stetom;SN SA PARKIRANIM VOZILIMA;Sudar sa parkiranim vozilom sa desne strane kolovoza
1208303;18.02.2018,10:20;20,45361;44,75281;Sa mat.stetom;SN SA JEDNIM VOZILOM;Nezgoda sa jednim vozilom na kolovozu
1208306;18.02.2018,12:10;20,43848;44,73825;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK;Najmanje dva vozila koja se kreæu istim putem u istom smeru uz skretanje, skretanje udesno ispred drugog vozila
1209003;18.02.2018,18:40;20,501183;44,813036;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – ukljuèivanje u saobraæaj
1209792;18.02.2018,17:45;20,47661;44,81606;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sustizanje
1208278;18.02.2018,13:30;20,464389;44,798138;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA;Najmanje dva vozila koja se kreæu u istom smeru – sudar pri uporednoj vožnji
1209528;18.02.2018,19:00;20,514702;44,783011;Sa mat.stetom;SN SA PARKIRANIM VOZILIMA;Sudar sa parkiranim vozilom sa desne strane kolovoza
1209532;18.02.2018,20:40;20,444186;44,747335;Sa mat.stetom;SN SA JEDNIM VOZILOM;Nezgode sa uèešæem jednog vozila i preprekama na ili iznad kolovoza
1208297;18.02.2018,15:20;20,41846;44,82176;Sa povredjenim;SN SA PEŠACIMA;Prelazak pešaka zdesna, van raskrsnice, bez skretanja vozila
